,geo,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,image_id,point_id,timestamp
121,,204,7317,3811,2478,7114,6476,6337,6573,6344,6231,6257,6084,6351,-9999,-9999,-9999,100,0,0,0,1024,9,255,255,255,1132,2022-01-22,20220122T104239_20220122T104236_T32UNE,0,1642848352728
122,,204,6945,4238,3187,6292,5887,5803,6351,6152,6067,5869,5996,5686,-9999,-9999,-9999,100,0,0,0,1024,9,255,255,255,501,2022-01-24,20220124T103331_20220124T103325_T32UNE,0,1643020561568
123,,72,3975,2289,1796,3262,2984,2875,3135,3199,3138,3197,3165,4477,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,818,2022-01-27,20220127T104321_20220127T104452_T32UNE,0,1643280358048
124,,126,7467,3884,2789,7235,6786,6715,6949,6628,6700,6433,6520,6368,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1296,2022-01-29,20220129T103159_20220129T103158_T32UNE,0,1643452555435
125,,60,4506,762,500,4536,4366,4332,4386,4299,4319,4382,4279,3517,-9999,-9999,-9999,50,0,0,0,0,8,255,255,255,513,2022-02-01,20220201T104149_20220201T104146_T32UNE,0,1643712352154
126,,60,8527,2540,2491,8415,8414,8501,7956,8050,8186,8661,8293,3436,-9999,-9999,-9999,65,0,0,0,0,8,255,255,255,-9999,2022-02-03,20220203T103231_20220203T103234_T32UNE,0,1643884561388
127,,72,6752,3687,2742,6843,6574,6484,6606,6351,6340,6532,6217,7015,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,700,2022-02-08,20220208T103109_20220208T103125_T32UNE,0,1644316555831
128,,66,2128,2436,1934,2275,2391,2284,2453,3033,3215,3681,3382,1999,-9999,-9999,-9999,65,0,0,0,0,8,232,244,233,-9999,2022-02-13,20220213T103131_20220213T103543_T32UNE,0,1644748561351
129,,60,11473,5104,3311,11195,10686,10550,10917,10573,10331,10634,10018,12222,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,758,2022-02-16,20220216T104121_20220216T104120_T32UNE,0,1645008358667
130,,66,9063,2961,3082,9251,9153,9156,8761,8786,8890,9628,8765,5662,-9999,-9999,-9999,65,0,0,0,0,8,255,255,255,-9999,2022-02-18,20220218T102949_20220218T103126_T32UNE,0,1645180555235
131,,118,5339,3489,3292,4621,4721,4978,5421,5662,5816,5597,5915,7322,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,571,2022-02-21,20220221T103949_20220221T103943_T32UNE,0,1645440352582
132,,78,5049,2170,1855,3228,2963,2826,3016,3110,3130,2764,3152,4646,-9999,-9999,-9999,79,0,0,0,0,8,252,248,243,611,2022-02-23,20220223T103031_20220223T103438_T32UNE,0,1645612563884
133,,66,273,1730,987,478,781,681,1260,2265,2540,2754,2673,2488,-9999,-9999,-9999,0,0,0,0,0,4,50,80,70,559,2022-02-28,20220228T102849_20220228T103305_T32UNE,0,1646044557925
134,,72,354,1901,1089,481,840,750,1377,2432,2672,2927,2846,2675,-9999,-9999,-9999,0,0,0,0,0,4,50,86,77,408,2022-03-05,20220305T102921_20220305T103435_T32UNE,0,1646476565342
135,,66,261,2001,1248,456,795,712,1290,2252,2509,2754,2675,2460,-9999,-9999,-9999,0,0,0,0,0,4,47,82,73,381,2022-03-10,20220310T102739_20220310T102753_T32UNE,0,1646908559452
136,,96,5089,1902,1776,4217,4010,3882,4032,4320,4456,4592,4547,2269,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2022-03-15,20220315T102811_20220315T103036_T32UNE,0,1647340565446
137,,126,468,2324,1552,641,961,883,1492,2536,2830,3068,2996,2920,-9999,-9999,-9999,0,0,0,0,0,4,66,99,91,565,2022-03-20,20220320T102639_20220320T102939_T32UNE,0,1647772559496
138,,144,440,2083,1302,523,809,732,1265,2210,2495,2648,2712,2661,-9999,-9999,-9999,0,0,0,0,0,4,54,83,75,999,2022-03-25,20220325T102651_20220325T103203_T32UNE,0,1648204564228
139,,120,1795,2229,1712,1568,1553,1457,1800,2467,2711,3011,2874,3486,-9999,-9999,-9999,19,0,0,0,0,10,160,158,149,612,2022-03-30,20220330T102619_20220330T103450_T32UNE,0,1648636558196
140,,96,7829,1742,1768,7585,7519,7662,7224,7366,7559,7741,7667,2769,-9999,-9999,-9999,65,0,0,0,0,8,255,255,255,-9999,2022-04-04,20220404T102601_20220404T103156_T32UNE,0,1649068562992
141,,240,2982,4299,3442,5281,4731,4283,4687,5341,5500,6496,5522,5868,-9999,-9999,-9999,89,0,0,0,0,9,255,253,248,757,2022-04-09,20220409T102559_20220409T103252_T32UNE,0,1649500558321
142,,180,1160,3325,2582,2157,2375,2244,2850,4121,4524,4704,4722,4519,-9999,-9999,-9999,28,0,0,0,0,8,196,212,202,1492,2022-04-14,20220414T102601_20220414T102952_T32UNE,0,1649932564465
143,,60,199,1571,824,268,520,334,848,2583,3179,3437,3339,3362,-9999,-9999,-9999,0,0,0,0,0,4,28,54,35,567,2022-04-17,20220417T103631_20220417T104402_T32UNE,0,1650192361666
144,,84,7136,6695,5873,6489,6311,6337,6799,7204,7328,7480,7361,8711,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,925,2022-04-24,20220424T103031_20220424T103027_T32UNE,0,1650796566430
145,,237,10319,5282,4482,9301,8381,7893,8014,7678,7420,8089,7181,11331,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,728,2022-04-27,20220427T103631_20220427T104403_T32UNE,0,1651056363075
146,,210,459,1666,1038,558,817,672,1202,3162,4143,4448,4332,4810,-9999,-9999,-9999,2,0,0,0,0,10,57,84,69,800,2022-04-29,20220429T102549_20220429T103513_T32UNE,0,1651228554501
147,,108,961,2313,1695,1083,1282,1199,1680,3130,3790,3941,4017,4144,-9999,-9999,-9999,4,0,0,0,0,10,111,131,123,928,2022-05-02,20220502T103619_20220502T103700_T32UNE,0,1651488352300
148,,120,2414,2739,1950,2433,2396,2139,2421,3297,3662,4238,3682,5232,-9999,-9999,-9999,52,0,0,0,0,8,224,218,200,866,2022-05-04,20220504T102601_20220504T102602_T32UNE,0,1651660566335
149,,210,10821,7251,6140,11703,10753,10131,9972,9748,9515,10345,9297,16676,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1795,2022-05-07,20220507T103631_20220507T104403_T32UNE,0,1651920362329
150,,78,280,1352,749,350,549,401,837,2736,3817,4119,4047,4278,-9999,-9999,-9999,0,0,0,0,0,10,36,57,42,819,2022-05-09,20220509T102559_20220509T103517_T32UNE,0,1652092558523
151,,144,11926,6324,4974,10614,9780,9329,9807,9435,9209,9470,8970,15918,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1486,2022-05-14,20220514T102601_20220514T102801_T32UNE,0,1652524565605
152,,234,9051,6374,5629,8227,7762,7532,8105,8136,8114,7982,8002,14892,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,2138,2022-05-17,20220517T103631_20220517T104431_T32UNE,0,1652784363207
153,,294,3383,1653,1490,2974,2772,2487,2941,3798,4358,4334,4369,11375,1,0,0,65,0,-9999,-9999,2048,8,255,255,253,2249,2022-05-19,20220519T102559_20220519T103429_T32UNE,0,1652956561242
154,,168,14722,7368,5942,14257,13110,12538,12814,11958,11526,11977,11208,15660,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,2035,2022-05-24,20220524T102611_20220524T102804_T32UNE,0,1653388568587
155,,157,0,173,81,0,0,0,12,556,863,809,945,0,-9999,-9999,-9999,0,0,0,0,0,4,-9999,-9999,-9999,2379,2022-05-27,20220527T103631_20220527T104442_T32UNE,0,1653648365435
156,,162,8330,4432,3872,7493,6889,6607,7240,7223,7295,7286,7100,13025,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1685,2022-05-29,20220529T102559_20220529T103520_T32UNE,0,1653820561519
157,,78,203,928,406,159,367,196,625,2404,3433,3624,3683,4038,-9999,-9999,-9999,0,0,0,0,0,4,17,38,21,1221,2022-06-03,20220603T102611_20220603T102605_T32UNE,0,1654252569395
158,,196,2778,5005,4737,5676,5144,5146,5728,6235,6451,5418,6535,1128,-9999,-9999,-9999,68,0,0,0,0,9,255,255,255,1817,2022-06-06,20220606T103631_20220606T104438_T32UNE,0,1654512365783
159,,162,342,687,346,380,487,289,627,1918,2710,2740,2825,2353,-9999,-9999,-9999,0,0,0,0,0,3,39,50,30,2021,2022-06-08,20220608T102559_20220608T103522_T32UNE,0,1654684563187
160,,174,10989,6310,5314,9452,8995,8956,9629,9571,9579,9131,9520,13874,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1506,2022-06-13,20220613T103031_20220613T103036_T32UNE,0,1655116571732
161,,294,177,1652,881,372,841,599,1456,3506,4539,4644,4933,4908,-9999,-9999,-9999,1,0,0,0,0,4,38,86,62,2943,2022-06-18,20220618T102559_20220618T103528_T32UNE,0,1655548565692
162,,72,210,1513,795,331,762,727,1484,2809,3349,3600,3783,3937,-9999,-9999,-9999,2,0,0,0,0,4,35,78,75,1770,2022-06-23,20220623T103031_20220623T103034_T32UNE,0,1655980573815
163,,150,231,1794,1051,501,870,1292,1882,2508,2975,3350,3553,3881,-9999,-9999,-9999,3,0,0,0,0,5,52,89,132,1658,2022-06-28,20220628T102609_20220628T103529_T32UNE,0,1656412566631
164,,204,14967,4726,2974,13486,12070,11385,12168,11270,10865,11129,10590,16008,-9999,-9999,-9999,80,0,0,0,0,9,255,255,255,1926,2022-07-03,20220703T102611_20220703T102611_T32UNE,0,1656844574573
165,,84,8151,5679,4404,7835,7305,7083,7554,7425,7481,7695,7403,12072,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1918,2022-07-08,20220708T102559_20220708T103441_T32UNE,0,1657276566406
166,,138,350,2517,1462,549,865,1345,1747,2110,2450,2693,2988,3300,-9999,-9999,-9999,0,0,0,0,0,5,56,88,138,2178,2022-07-13,20220713T103041_20220713T103035_T32UNE,0,1657708574198
167,,276,1659,3462,2288,2015,2362,2867,3366,3966,4519,4757,4994,5953,1,0,0,17,0,-9999,-9999,2048,10,206,241,249,2054,2022-07-18,20220718T102559_20220718T103413_T32UNE,0,1658140566330
168,,174,5089,4376,4004,4671,4459,4387,4873,5134,5299,5300,5364,8054,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1531,2022-07-23,20220723T102611_20220723T102619_T32UNE,0,1658572572323
169,,108,1152,3297,2721,1806,2120,2321,2802,3589,3912,3808,4194,3860,-9999,-9999,-9999,50,0,0,0,0,8,189,216,237,1616,2022-07-26,20220726T103631_20220726T104404_T32UNE,0,1658832367920
170,,90,9514,4874,4357,8980,8291,8002,8368,8076,7992,8279,7805,13792,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1314,2022-07-28,20220728T102559_20220728T103507_T32UNE,0,1659004566513
171,,66,365,2992,2511,703,1006,1383,1636,1925,2121,2293,2349,2720,-9999,-9999,-9999,0,0,0,0,0,5,72,103,141,1014,2022-08-02,20220802T102611_20220802T102745_T32UNE,0,1659436571972
172,,108,14500,7585,6372,14517,13239,12377,12813,11845,11399,12496,10815,15603,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,2074,2022-08-07,20220807T102559_20220807T103507_T32UNE,0,1659868565698
173,,66,474,3216,2667,797,1109,1529,1819,2041,2231,2373,2490,2787,-9999,-9999,-9999,0,0,0,0,0,5,82,113,156,1584,2022-08-12,20220812T103031_20220812T103132_T32UNE,0,1660300573678
174,,300,1161,2999,2441,1414,1621,1946,2264,2534,2814,2844,3040,5550,-9999,-9999,-9999,0,0,0,0,0,10,145,165,199,2584,2022-08-17,20220817T102559_20220817T103505_T32UNE,0,1660732563833
175,,89,1817,1726,1437,1842,1817,1802,2030,2241,2369,2390,2420,5038,-9999,-9999,-9999,61,0,0,0,0,8,188,185,184,2085,2022-08-20,20220820T103629_20220820T103646_T32UNE,0,1660992359445
176,,156,634,3288,2933,849,1123,1498,1797,2038,2232,2313,2440,2755,-9999,-9999,-9999,0,0,0,0,0,5,87,115,153,2119,2022-08-22,20220822T102611_20220822T103500_T32UNE,0,1661164574168
177,,282,12971,5327,4516,11066,9731,9043,9462,8737,8718,8108,8369,13811,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,2390,2022-08-27,20220827T102559_20220827T103441_T32UNE,0,1661596561717
178,,102,8442,3845,2851,8161,7508,7146,7616,7117,6833,7277,6611,15380,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1900,2022-08-30,20220830T103629_20220830T103628_T32UNE,0,1661856358720
179,,66,841,3902,3542,1144,1477,1920,2258,2508,2704,2881,2976,3244,-9999,-9999,-9999,0,0,0,0,0,5,117,151,196,1581,2022-09-01,20220901T102611_20220901T102610_T32UNE,0,1662028573701
180,,228,5248,2639,2562,4623,4444,4284,4790,4956,5003,5018,4924,16292,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,2017,2022-09-06,20220906T102559_20220906T103352_T32UNE,0,1662460563213
181,,108,6485,4470,3774,5415,5152,5040,5563,5527,5483,5498,5511,11694,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1836,2022-09-11,20220911T102621_20220911T102615_T32UNE,0,1662892572086
182,,72,1041,2153,1740,1178,1232,1192,1560,2262,2560,2674,2748,3116,-9999,-9999,-9999,5,0,0,0,0,7,121,126,122,1423,2022-09-16,20220916T102639_20220916T103308_T32UNE,0,1663324563327
183,,66,254,1819,1127,421,708,711,1222,2219,2419,2522,2543,2803,-9999,-9999,-9999,0,0,0,0,0,4,44,73,73,1242,2022-09-21,20220921T102731_20220921T102943_T32UNE,0,1663756568881
184,,192,5268,3309,3046,5249,5310,5336,5571,5812,6004,6117,6001,6881,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,750,2022-09-26,20220926T102709_20220926T103247_T32UNE,0,1664188561927
185,,102,11321,6083,4571,10473,9492,9086,9373,8899,8695,8998,8558,10157,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1562,2022-10-01,20221001T102841_20221001T103225_T32UNE,0,1664620568751
186,,66,363,776,421,394,435,345,597,1410,1654,1545,1757,2135,-9999,-9999,-9999,0,0,0,0,0,3,41,45,36,1126,2022-10-06,20221006T102949_20221006T102946_T32UNE,0,1665052558787
187,,72,318,1516,848,504,733,576,1201,2995,3339,3528,3528,3614,-9999,-9999,-9999,1,0,0,0,0,4,52,75,59,1315,2022-10-09,20221009T103839_20221009T103953_T32UNE,0,1665312355956
188,,72,256,1355,729,379,652,487,1119,2913,3214,3381,3320,3211,-9999,-9999,-9999,0,0,0,0,0,4,39,67,50,1613,2022-10-11,20221011T102951_20221011T103336_T32UNE,0,1665484567050
189,,105,6114,2036,1844,4692,4315,4226,4666,4507,4459,3475,4403,7324,-9999,-9999,-9999,50,0,0,0,0,8,255,255,255,1560,2022-10-14,20221014T104011_20221014T104118_T32UNE,0,1665744362385
190,,66,127,935,482,273,426,310,739,2183,2547,2336,2652,2500,-9999,-9999,-9999,0,0,0,0,0,4,28,44,32,1861,2022-10-16,20221016T102919_20221016T103330_T32UNE,0,1665916560768
191,,84,7230,4858,4196,6594,6189,5870,6219,5993,5849,6207,5774,11637,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1858,2022-10-21,20221021T103051_20221021T103434_T32UNE,0,1666348563184
192,,72,0,1350,646,192,532,365,995,3377,3837,3906,3962,3881,-9999,-9999,-9999,0,0,0,0,0,4,21,55,38,1972,2022-10-24,20221024T104121_20221024T104234_T32UNE,0,1666608360488
193,,66,503,1446,806,664,876,668,1301,3595,4087,4199,4105,6458,-9999,-9999,-9999,2,0,0,0,0,10,68,90,69,1946,2022-10-26,20221026T103029_20221026T103025_T32UNE,0,1666780560692
194,,114,10883,6077,4836,9324,8660,8325,9145,8823,8662,8207,8476,10218,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1361,2022-10-31,20221031T103151_20221031T103541_T32UNE,0,1667212565408
195,,66,38,1182,501,264,535,322,951,3607,4305,4385,4323,4127,-9999,-9999,-9999,0,0,0,0,0,4,27,55,34,1450,2022-11-05,20221105T103119_20221105T103122_T32UNE,0,1667644559589
196,,126,4382,3266,3002,3665,3505,3391,3819,4140,4183,4114,4271,7562,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,2048,2022-11-10,20221110T103251_20221110T103248_T32UNE,0,1668076565123
197,,204,11373,4029,3101,9423,8205,7537,8076,7342,7126,6871,6754,13484,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1703,2022-11-15,20221115T103219_20221115T103214_T32UNE,0,1668508561221
198,,90,689,919,504,631,679,466,943,2645,2916,3033,3043,3035,-9999,-9999,-9999,0,0,0,0,0,5,65,70,48,883,2022-11-20,20221120T103331_20221120T103330_T32UNE,0,1668940562320
199,,108,11368,2655,2914,10790,10068,10007,10462,10140,9956,10468,9654,13371,-9999,-9999,-9999,65,0,0,0,0,8,255,255,255,354,2022-11-25,20221125T103259_20221125T103254_T32UNE,0,1669372560855
200,,138,5004,2911,2112,4494,4064,4044,4376,4307,4309,4098,4346,3648,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,742,2022-11-30,20221130T103411_20221130T103405_T32UNE,0,1669804561589
201,,63,0,5735,5741,10584,10032,9922,10838,10277,9865,10105,9510,1198,-9999,-9999,-9999,50,0,0,0,0,9,255,255,255,1108,2022-12-03,20221203T104421_20221203T104538_T32UNE,0,1670064358321
202,,90,7208,3298,2405,7274,6383,6198,6185,5953,5902,6451,5720,6635,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,618,2022-12-05,20221205T103319_20221205T103321_T32UNE,0,1670236558733
203,,54,7340,4266,3371,6896,6285,6428,6607,6483,6410,6694,6334,6347,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,291,2022-12-10,20221210T103431_20221210T103429_T32UNE,0,1670668561911
204,,114,8645,3226,2467,7610,6731,6822,7286,7050,7003,6863,6897,9793,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,947,2022-12-15,20221215T103339_20221215T103339_T32UNE,0,1671100559650
205,,72,9233,3417,2880,8810,8293,8385,9024,8589,8322,8544,8178,15006,-9999,-9999,-9999,100,3,0,0,0,9,255,255,255,1236,2022-12-20,20221220T103441_20221220T103437_T32UNE,0,1671532559884
206,,66,4666,3212,2376,4631,4317,4375,4817,4816,4767,4709,4741,6159,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1326,2022-12-23,20221223T104441_20221223T104442_T32UNE,0,1671792355653
207,,108,7097,3011,3022,7143,6860,7071,6917,7021,7147,7866,7192,4718,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2022-12-25,20221225T103349_20221225T103343_T32UNE,0,1671964560781
208,,72,2057,2261,1706,2089,2096,2053,2333,3296,3569,3951,3801,1414,-9999,-9999,-9999,65,0,0,0,0,8,213,214,209,-9999,2022-12-30,20221230T103431_20221230T103434_T32UNE,0,1672396560362
209,,60,2823,996,725,2400,1963,1913,2006,1967,1928,1748,1838,2594,-9999,-9999,-9999,29,4,0,0,0,8,245,200,195,913,2023-01-04,20230104T103329_20230104T103331_T32UNE,0,1672828559645
210,,90,6333,3623,3189,6307,5786,5836,5893,5877,5921,6058,5915,5633,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,409,2023-01-07,20230107T104329_20230107T104329_T32UNE,0,1673088355243
211,,96,4701,4883,4770,4912,4655,4838,5365,5603,5670,5403,5832,5611,-9999,-9999,-9999,99,0,0,0,0,9,255,255,255,979,2023-01-09,20230109T103421_20230109T103416_T32UNE,0,1673260559972
212,,72,5839,2646,2632,5965,5716,5813,5652,5743,5777,6448,5739,4026,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2023-01-14,20230114T103309_20230114T103304_T32UNE,0,1673692557475
213,,84,2633,1254,1064,2631,2444,2371,2567,2704,2627,2882,2573,3846,-9999,-9999,-9999,63,0,0,0,0,8,254,245,239,729,2023-01-17,20230117T104259_20230117T104258_T32UNE,0,1673952354931
214,,72,5119,2588,2365,4618,4091,4071,4254,4087,3990,4163,3954,5707,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,723,2023-01-19,20230119T103341_20230119T103341_T32UNE,0,1674124556200
215,,126,3276,2263,2033,3126,2838,2745,2859,2867,2824,2981,2820,3106,-9999,-9999,-9999,98,0,0,0,0,9,255,255,255,740,2023-01-22,20230122T104341_20230122T104447_T32UNE,0,1674384353793
216,,71,4933,3796,3356,4786,4337,4207,4015,4145,4252,4620,4253,1821,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2023-01-24,20230124T103229_20230124T103227_T32UNE,0,1674556559466
217,,60,7062,6588,5660,7652,7445,7675,8148,8048,7931,8547,7843,10998,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,567,2023-01-27,20230127T104219_20230127T104218_T32UNE,0,1674816355712
218,,90,8329,3970,3529,8111,8031,8248,7863,8004,8178,8560,8294,3326,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2023-01-29,20230129T103301_20230129T103300_T32UNE,0,1674988559498
219,,108,0,1764,1692,1799,1908,1913,2299,2662,2697,2679,2726,0,-9999,-9999,-9999,25,0,0,0,0,8,183,195,195,897,2023-02-01,20230201T104251_20230201T104404_T32UNE,0,1675248356461
220,,96,4218,4074,3194,4233,4140,4202,4695,5085,5165,5518,5268,8259,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,778,2023-02-03,20230203T103139_20230203T103135_T32UNE,0,1675420558402
221,,72,219,1324,700,350,655,523,1328,2979,3251,3547,3447,3082,-9999,-9999,-9999,1,0,0,0,0,4,36,68,54,641,2023-02-08,20230208T103211_20230208T103205_T32UNE,0,1675852556040
222,,84,6589,4634,3333,6432,6217,6148,5979,6068,6237,6628,6176,2474,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2023-02-13,20230213T103039_20230213T103136_T32UNE,0,1676284559974
223,,72,13535,4407,3821,14040,14408,14640,14719,14751,14777,14808,14825,14958,-9999,-9999,-9999,65,0,0,0,0,8,255,255,255,594,2023-02-18,20230218T103101_20230218T103446_T32UNE,0,1676716558349
224,,570,4268,3271,2432,4234,4142,4155,4253,4472,4813,4394,4828,952,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2023-02-23,20230223T102929_20230223T103431_T32UNE,0,1677148561645
225,,60,184,1582,847,318,616,511,1228,2858,3127,3413,3317,2894,-9999,-9999,-9999,0,0,0,0,0,4,33,63,53,564,2023-02-28,20230228T102951_20230228T103335_T32UNE,0,1677580558952
226,,84,3055,2499,1977,2778,2596,2474,2777,3118,3192,3496,3245,4929,-9999,-9999,-9999,65,0,0,0,0,8,255,250,244,669,2023-03-05,20230305T102829_20230305T102824_T32UNE,0,1678012564089
227,,102,6799,2423,2426,6459,6467,6549,6261,6268,6291,6682,6309,3494,-9999,-9999,-9999,65,0,0,0,0,8,255,255,255,-9999,2023-03-10,20230310T102841_20230310T103224_T32UNE,0,1678444556525
228,,84,8327,5396,4516,6462,6560,7136,7961,8224,8508,6823,8805,11703,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1147,2023-03-13,20230313T103821_20230313T103930_T32UNE,0,1678704354415
229,,186,10590,3681,3356,9543,8534,8069,8275,7980,7796,8032,7536,12537,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,653,2023-03-15,20230315T102719_20230315T102714_T32UNE,0,1678876565741
230,,138,10525,3010,2474,9971,9858,10029,9718,9851,10071,10182,10140,3188,-9999,-9999,-9999,50,0,0,0,0,8,255,255,255,-9999,2023-03-20,20230320T102731_20230320T102959_T32UNE,0,1679308559853
231,,96,5698,2682,2841,5723,5397,5236,5650,5614,5531,5962,5408,14626,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1133,2023-03-25,20230325T102649_20230325T103232_T32UNE,0,1679740564106
232,,138,11228,4322,4320,9603,8803,8430,8844,8311,8019,7935,7759,15619,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1382,2023-03-30,20230330T102621_20230330T102713_T32UNE,0,1680172559523
233,,198,2001,1522,1117,1882,1893,1651,2083,3536,3917,4207,3996,4143,-9999,-9999,-9999,20,0,0,0,0,8,192,193,169,418,2023-04-04,20230404T102559_20230404T103343_T32UNE,0,1680604564738
234,,330,10112,4717,3625,8703,7511,6829,6957,6521,6317,6646,6063,6619,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1078,2023-04-09,20230409T102601_20230409T102739_T32UNE,0,1681036561639
235,,228,8467,1860,2012,7667,6860,6329,6578,6501,6412,6686,6200,12354,-9999,-9999,-9999,65,0,0,0,0,8,255,255,255,915,2023-04-14,20230414T102559_20230414T103347_T32UNE,0,1681468562192
236,,60,6046,4415,3534,5901,5458,5180,5341,5413,5354,6255,5271,8322,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,466,2023-04-19,20230419T102601_20230419T102557_T32UNE,0,1681900560250
237,,162,4233,4716,4189,4596,4435,4256,4742,5545,5896,6402,5946,8472,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1172,2023-04-24,20230424T102559_20230424T103410_T32UNE,0,1682332563504
238,,84,255,1172,499,313,627,381,1056,3892,4723,4901,4842,4446,-9999,-9999,-9999,0,0,0,0,0,4,33,64,39,1434,2023-04-29,20230429T102601_20230429T103211_T32UNE,0,1682764561781
239,,126,971,1565,1016,1075,1436,1231,1819,3882,4701,4930,4844,4653,-9999,-9999,-9999,13,0,0,0,0,10,110,147,126,986,2023-05-04,20230504T102559_20230504T103458_T32UNE,0,1683196564061
240,,66,399,1613,898,635,1485,1278,1968,4257,5053,5215,5177,4334,-9999,-9999,-9999,14,0,0,0,0,10,65,152,131,1068,2023-05-09,20230509T102601_20230509T102714_T32UNE,0,1683628561135
241,,94,-9999,1429,769,196,1469,1246,2041,4595,5325,4635,5349,0,-9999,-9999,-9999,6,0,0,0,0,4,43,150,128,2168,2023-05-12,20230512T103621_20230512T104038_T32UNE,0,1683888357355
242,,300,2544,2888,2064,2288,2612,2396,2990,4483,5078,5341,5177,7131,-9999,-9999,-9999,28,0,0,0,0,8,232,253,241,1366,2023-05-14,20230514T102559_20230514T103459_T32UNE,0,1684060565112
243,,108,309,1223,602,436,936,697,1456,4301,5184,5448,5387,5234,-9999,-9999,-9999,1,0,0,0,0,4,45,96,71,1308,2023-05-19,20230519T102601_20230519T102601_T32UNE,0,1684492563669
244,,234,3410,3367,3027,3394,3339,3142,3626,4843,5419,5558,5457,6579,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1274,2023-05-24,20230524T102609_20230524T103442_T32UNE,0,1684924566391
245,,84,266,979,446,364,703,370,1290,4357,5233,5460,5371,5346,-9999,-9999,-9999,0,0,0,0,0,4,38,72,38,1293,2023-05-29,20230529T102601_20230529T102602_T32UNE,0,1685356565295
246,,78,887,939,480,1040,986,695,992,2072,2417,2977,2353,2556,-9999,-9999,-9999,4,0,0,0,0,3,107,101,71,1094,2023-06-03,20230603T102559_20230603T103434_T32UNE,0,1685788565568
247,,174,274,967,417,407,869,407,1547,4499,5254,5374,5361,5320,-9999,-9999,-9999,0,0,0,0,0,4,42,89,42,1805,2023-06-08,20230608T102601_20230608T103445_T32UNE,0,1686220565111
248,,90,384,1006,474,536,978,508,1582,4175,4923,5140,5069,4911,-9999,-9999,-9999,0,0,0,0,0,4,55,100,53,1415,2023-06-13,20230613T102609_20230613T103453_T32UNE,0,1686652566559
