,geo,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,image_id,point_id,timestamp
0,,90,518,1394,854,525,678,430,1099,2205,2468,2614,2604,2808,0,0,0,0,0,-9999,-9999,0,4,54,69,44,665,2024-12-01,20241201T102319_20241201T102552_T32UND,8,1733048779436
1,,102,474,1395,854,491,656,412,1091,2207,2472,2618,2611,2797,0,0,0,0,0,-9999,-9999,0,4,50,67,42,668,2024-12-01,20241201T102319_20241201T102552_T32UNE,8,1733048766852
2,,90,371,1260,591,507,791,345,1467,3958,4396,4920,4575,4674,0,0,0,0,0,-9999,-9999,0,4,52,81,36,674,2024-12-01,20241201T102319_20241201T102552_T32UPD,6,1733048776022
3,,108,298,1585,858,462,638,387,1143,2416,2737,3084,3077,3037,0,0,0,1,0,-9999,-9999,0,4,46,65,39,699,2024-12-01,20241201T102319_20241201T102552_T32UPE,1,1733048763032
4,,108,626,1399,761,601,907,575,1390,3010,3220,3344,3319,2926,0,0,0,1,0,-9999,-9999,0,4,62,93,59,1007,2024-12-01,20241201T102319_20241201T102552_T32UPE,3,1733048763032
5,,144,6260,3225,2109,5692,5392,5484,5917,5723,5530,5324,5521,6602,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1325,2024-12-02,20241202T104421_20241202T104437_T32UNE,2,1733136358084
6,,144,4371,2179,1316,3892,3628,3596,3819,3888,3875,3764,3991,4406,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1325,2024-12-02,20241202T104421_20241202T104437_T32UNE,9,1733136358084
7,,83,1401,1008,701,1258,1126,955,1124,1504,1617,1712,1664,1043,0,0,0,5,0,-9999,-9999,0,3,128,115,98,746,2024-12-06,20241206T102411_20241206T102422_T32UND,8,1733480779163
8,,82,1437,1016,720,1248,1092,938,1155,1529,1632,1716,1670,1433,0,0,0,5,0,-9999,-9999,0,3,127,111,96,1120,2024-12-06,20241206T102411_20241206T102422_T32UNE,8,1733480766450
9,,66,6117,4110,2993,5184,4880,5124,5773,5770,5667,5524,5783,8545,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1289,2024-12-06,20241206T102411_20241206T102422_T32UPD,6,1733480775753
10,,60,3481,2931,2309,3196,3010,3066,3626,4045,4120,4152,4182,6455,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1275,2024-12-06,20241206T102411_20241206T102422_T32UPE,1,1733480761351
11,,60,3492,3405,2794,4496,4244,3736,4125,4536,4568,5692,4595,6684,1,0,0,100,0,-9999,-9999,2048,9,255,255,255,1275,2024-12-06,20241206T102411_20241206T102422_T32UPE,3,1733480761351
12,,72,9790,3961,4166,8464,9288,9584,9342,9530,9593,9840,9683,6994,0,1,0,100,3,-9999,-9999,1024,9,255,255,255,-9999,2024-12-07,20241207T104339_20241207T104336_T32UNE,2,1733568358369
13,,72,7754,2366,2476,7696,7448,7680,7504,7546,7539,8256,7493,4935,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,-9999,2024-12-07,20241207T104339_20241207T104336_T32UNE,9,1733568358369
14,,60,10700,6943,5336,11016,11208,11912,12587,12312,12300,12560,12282,13073,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,813,2024-12-09,20241209T103431_20241209T103431_T32UND,8,1733740576989
15,,60,5531,2137,1566,4852,4344,4236,4426,4352,4280,4400,4189,4660,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,0,1733740562638
16,,60,5761,1164,1149,5436,5084,5148,5196,5213,5118,5352,5096,3968,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,2,1733740562638
17,,60,8518,4200,4242,8640,8616,9040,9298,9044,9006,9360,8825,9605,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,4,1733740562638
18,,60,7146,4725,3820,7320,7056,7140,7605,7371,7274,7688,6896,9417,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,5,1733740562638
19,,60,5674,1457,1418,5196,4848,4744,4889,4835,4756,4972,4780,5071,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,7,1733740562638
20,,60,10609,6863,5137,10960,11168,11888,12181,12082,12200,12528,12264,8853,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,8,1733740562638
21,,60,4120,880,826,3840,3476,3388,3462,3465,3462,3576,3492,2824,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,9,1733740562638
22,,60,5940,1699,1135,5456,4880,4564,4662,4494,4454,4508,4213,3665,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,801,2024-12-09,20241209T103431_20241209T103431_T32UPD,6,1733740572487
23,,60,5952,2798,2481,5340,4864,4820,4987,4870,4756,5020,4676,6812,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,601,2024-12-09,20241209T103431_20241209T103431_T32UPE,1,1733740558487
24,,60,5470,1849,1588,5272,4844,4724,4846,4716,4570,4884,4420,5339,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,601,2024-12-09,20241209T103431_20241209T103431_T32UPE,3,1733740558487
25,,60,11167,7378,6194,11456,11512,12272,12840,12789,12611,12864,12612,12848,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,737,2024-12-09,20241209T103501_20241209T103459_T32UND,8,1733740603579
26,,60,5276,1848,1197,5152,4500,4240,4196,4145,3921,4392,3877,4059,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,0,1733740589972
27,,60,6863,3401,3906,7160,6752,6640,6863,6919,6858,7496,7054,6958,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,2,1733740589972
28,,60,9358,4827,4997,9440,9256,9704,9993,10003,9760,10168,9740,11586,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,4,1733740589972
29,,60,6735,3131,2469,6600,6104,5996,6221,6124,5942,6408,5788,8124,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,5,1733740589972
30,,60,7183,4642,4039,8056,7456,7504,7730,7625,7330,8480,7076,8345,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,7,1733740589972
31,,60,11082,7320,6026,11424,11496,12264,12555,12624,12531,12848,12605,9846,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,8,1733740589972
32,,60,3927,774,684,3784,3376,3236,3280,3372,3301,3476,3346,2521,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,9,1733740589972
33,,60,5992,1806,1232,5592,4908,4732,4798,4728,4473,4568,4402,3830,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,781,2024-12-09,20241209T103501_20241209T103459_T32UPD,6,1733740599811
34,,60,6871,3324,2599,6772,6044,5680,5812,5624,5338,6032,5260,7966,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,622,2024-12-09,20241209T103501_20241209T103459_T32UPE,1,1733740585815
35,,60,5685,1817,1537,5500,4832,4732,4846,4802,4657,4992,4550,5302,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,622,2024-12-09,20241209T103501_20241209T103459_T32UPE,3,1733740585815
36,,60,5017,4424,4521,4848,4488,4616,5134,5124,5153,4848,5140,5793,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,889,2024-12-11,20241211T102339_20241211T102334_T32UND,8,1733912779275
37,,60,4906,4228,3888,4728,4408,4552,4500,4728,4985,4796,5095,1215,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-11,20241211T102339_20241211T102334_T32UNE,8,1733912766588
38,,60,5970,4052,3478,6016,5396,5240,5525,5340,5186,5528,4923,6189,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,933,2024-12-11,20241211T102339_20241211T102334_T32UPD,6,1733912775850
39,,54,5806,4499,3619,5936,5536,5580,5075,5144,5356,6257,5284,1581,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-11,20241211T102339_20241211T102334_T32UPE,1,1733912761448
40,,60,6393,5015,4203,6092,5728,5864,5737,5898,6125,6328,6233,2121,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-11,20241211T102339_20241211T102334_T32UPE,3,1733912761448
41,,156,7207,4784,3214,7164,6832,7052,6677,6839,6970,7240,7086,1393,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-12,20241212T104441_20241212T104438_T32UNE,2,1734000358677
42,,168,6380,3041,1886,5800,5236,5168,4870,4969,5060,5140,5154,1066,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-12,20241212T104441_20241212T104438_T32UNE,9,1734000358677
43,,156,7490,5606,4407,7824,7400,7480,8545,7970,7595,7768,7325,14754,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,2837,2024-12-12,20241212T104511_20241212T104512_T32UNE,2,1734000386006
44,,168,6600,3721,2672,6432,5760,5768,6329,5974,5566,5856,5309,14754,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,2837,2024-12-12,20241212T104511_20241212T104512_T32UNE,9,1734000386006
45,,174,6392,3598,2321,6336,5732,5776,5992,5702,5740,5948,5610,4970,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,897,2024-12-14,20241214T103339_20241214T103342_T32UND,8,1734172577110
46,,150,8715,4800,3738,9216,8864,9304,9749,9454,9500,9680,9158,10581,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,0,1734172562760
47,,174,4911,2623,1648,4824,4312,4352,4509,4404,4465,4512,4362,4183,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,2,1734172562760
48,,174,5810,2700,1708,5436,4732,4604,4849,4655,4664,4584,4520,5065,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,4,1734172562760
49,,168,7302,3465,2156,7216,6496,6532,6735,6453,6390,6684,6098,6570,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,5,1734172562760
50,,168,7051,3311,2095,6908,6180,6208,6350,6177,6134,6148,5910,6166,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,7,1734172562760
51,,174,6411,3602,2344,6336,5724,5752,6025,5707,5719,5916,5573,5775,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,8,1734172562760
52,,174,6278,2853,1535,6192,5556,5548,5882,5691,5677,5792,5550,5840,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,9,1734172562760
53,,162,6764,4864,4444,6704,6284,6400,6788,6632,6532,6332,6326,7925,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,885,2024-12-14,20241214T103339_20241214T103342_T32UPD,6,1734172572618
54,,138,3527,453,387,2994,2222,1936,1859,1823,1779,1760,1724,1266,0,0,0,50,0,-9999,-9999,0,8,255,226,197,862,2024-12-14,20241214T103339_20241214T103342_T32UPE,1,1734172558615
55,,126,2665,2657,2330,2756,2524,2554,2784,3055,3023,3196,3031,2324,0,0,0,96,0,-9999,-9999,0,9,255,255,255,862,2024-12-14,20241214T103339_20241214T103342_T32UPE,3,1734172558615
56,,78,5594,2298,1285,4992,4592,4500,4691,4571,4484,4420,4496,3972,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1294,2024-12-16,20241216T102431_20241216T102434_T32UND,8,1734344777781
57,,78,5665,2307,1313,5052,4628,4528,4769,4610,4496,4424,4491,4894,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1578,2024-12-16,20241216T102431_20241216T102434_T32UNE,8,1734344765121
58,,78,7176,3516,2108,6548,5936,6056,6423,6193,6095,5692,6043,5910,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1391,2024-12-16,20241216T102431_20241216T102434_T32UPD,6,1734344774350
59,,78,3662,1744,1145,3260,2880,2744,2910,2951,2892,2746,2872,2420,0,0,0,100,0,-9999,-9999,0,9,255,255,255,1569,2024-12-16,20241216T102431_20241216T102434_T32UPE,1,1734344759950
60,,72,5259,1906,1075,4788,4272,3992,4094,4017,3961,3868,3816,3596,0,1,0,100,3,-9999,-9999,1024,9,255,255,255,1569,2024-12-16,20241216T102431_20241216T102434_T32UPE,3,1734344759950
61,,78,6847,3544,2141,6596,6080,6152,6418,6254,6135,6212,6164,5893,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1297,2024-12-16,20241216T102501_20241216T102501_T32UND,8,1734344805125
62,,126,7788,4689,3205,7752,7432,7376,7880,7421,7273,7608,6998,9286,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1287,2024-12-17,20241217T104349_20241217T104350_T32UNE,2,1734432358897
63,,120,6915,4290,2935,7320,6548,6240,6683,6403,6364,7344,6208,7357,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1287,2024-12-17,20241217T104349_20241217T104350_T32UNE,9,1734432358897
64,,66,1586,1352,1191,1174,1050,993,1359,1703,1826,1722,1873,3073,0,0,0,7,0,-9999,-9999,0,7,120,107,101,1612,2024-12-19,20241219T103441_20241219T103440_T32UND,8,1734604574931
65,,60,2483,1898,1556,2226,1836,1732,2199,2566,2709,2438,2756,3371,0,0,0,40,0,-9999,-9999,0,8,227,187,176,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,0,1734604560585
66,,66,6068,1222,823,4344,3608,3244,3591,3552,3504,2800,3436,6177,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,2,1734604560585
67,,66,944,903,770,714,664,733,869,902,905,843,944,1135,0,0,0,6,0,-9999,-9999,0,3,73,68,75,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,4,1734604560585
68,,66,4771,5054,4082,4092,4364,4764,5624,6064,6204,5584,6348,7594,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,5,1734604560585
69,,66,890,683,527,662,527,411,615,1031,1196,1180,1258,1152,0,0,0,0,0,-9999,-9999,0,3,68,54,42,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,7,1734604560585
70,,66,1435,1342,1172,1096,1002,959,1308,1663,1795,1700,1854,2630,0,0,0,7,0,-9999,-9999,0,3,112,102,98,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,8,1734604560585
71,,66,5772,2307,1483,5216,4584,4676,4988,4815,4731,4500,4576,7401,0,1,0,0,100,-9999,-9999,1024,8,255,255,255,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,9,1734604560585
72,,90,7791,7696,5996,11520,9592,9168,9912,9430,8857,11344,8468,10439,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1702,2024-12-19,20241219T103441_20241219T103440_T32UPD,6,1734604570441
73,,66,2226,548,362,1666,1236,1026,1024,983,863,1018,834,1670,0,1,0,9,0,-9999,-9999,1024,8,170,126,105,1896,2024-12-19,20241219T103441_20241219T103440_T32UPE,1,1734604556437
74,,66,5886,3030,1692,6704,5268,5004,5672,5142,4691,5572,4296,11274,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1896,2024-12-19,20241219T103441_20241219T103440_T32UPE,3,1734604556437
75,,108,5902,3203,2527,5640,5240,5404,5186,5318,5460,5716,5513,2658,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-21,20241221T102339_20241221T102341_T32UND,8,1734776779092
76,,108,5981,3233,2539,5636,5240,5404,5279,5418,5560,5712,5597,2701,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-21,20241221T102339_20241221T102341_T32UNE,8,1734776766418
77,,90,6753,3793,3331,6740,6408,6708,6449,6523,6726,7104,6645,3293,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-21,20241221T102339_20241221T102341_T32UPD,6,1734776775671
78,,114,7766,4370,3623,7392,6852,7044,6902,6872,7122,7656,7128,3534,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-21,20241221T102339_20241221T102341_T32UPE,1,1734776761272
79,,126,5079,3426,2897,5172,4800,5000,4831,5065,5186,5692,5238,2412,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-21,20241221T102339_20241221T102341_T32UPE,3,1734776761272
80,,84,7708,5666,4773,7168,6388,6632,7099,6993,6996,7304,6951,10860,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1015,2024-12-22,20241222T104441_20241222T104444_T32UNE,2,1734864358153
81,,84,1835,1038,997,1468,1144,940,1051,1525,1644,1744,1776,2160,0,0,0,0,0,-9999,-9999,0,5,150,117,96,1015,2024-12-22,20241222T104441_20241222T104444_T32UNE,9,1734864358153
82,,126,930,1653,1053,934,968,783,1304,2646,2782,2938,2970,3696,1,0,0,5,0,-9999,-9999,2048,10,93,101,80,1499,2024-12-24,20241224T103349_20241224T103346_T32UND,8,1735036577417
83,,72,1069,1793,1187,1194,1280,1118,1766,3175,3580,3720,3741,4904,1,0,0,12,0,-9999,-9999,2048,10,122,131,114,1230,2024-12-24,20241224T103349_20241224T103346_T32UNE,0,1735036563067
84,,96,2618,2359,1879,2328,2244,2232,2728,3286,3462,3472,3659,7699,1,0,0,65,0,-9999,-9999,2048,8,237,228,227,1230,2024-12-24,20241224T103349_20241224T103346_T32UNE,2,1735036563067
85,,90,1972,2077,1608,1764,1704,1750,2129,2367,2437,2548,2555,6015,1,0,0,65,0,-9999,-9999,2048,8,180,174,178,1230,2024-12-24,20241224T103349_20241224T103346_T32UNE,4,1735036563067
86,,84,634,1183,738,660,592,730,900,1109,1241,1386,1408,1461,0,0,0,0,0,-9999,-9999,0,5,68,61,75,1146,2024-12-24,20241224T103349_20241224T103346_T32UNE,5,1735036563067
87,,84,1192,2370,1564,1346,1392,1202,1872,3319,3781,4052,4143,4669,1,0,0,15,0,-9999,-9999,2048,10,137,142,123,1230,2024-12-24,20241224T103349_20241224T103346_T32UNE,7,1735036563067
88,,72,914,1623,1028,941,972,805,1281,2515,2671,2836,2873,2937,1,0,0,5,0,-9999,-9999,2048,10,96,99,82,1230,2024-12-24,20241224T103349_20241224T103346_T32UNE,8,1735036563067
89,,96,2283,2750,2406,2590,2458,2524,2872,3264,3375,3600,3551,5692,1,0,0,86,0,-9999,-9999,2048,9,255,250,255,1230,2024-12-24,20241224T103349_20241224T103346_T32UNE,9,1735036563067
90,,126,482,1418,673,570,918,432,1410,3612,3868,4016,4058,4078,0,0,0,1,0,-9999,-9999,0,4,58,94,44,1585,2024-12-24,20241224T103349_20241224T103346_T32UPD,6,1735036572921
91,,126,855,2130,1316,938,1009,844,1452,2503,2778,2954,3002,3618,1,0,0,4,0,-9999,-9999,2048,10,96,103,86,1279,2024-12-24,20241224T103349_20241224T103346_T32UPE,1,1735036558922
92,,126,3308,3441,2642,3052,3042,2640,3622,5068,5272,5500,5341,11210,1,0,0,80,0,-9999,-9999,2048,9,255,255,255,1279,2024-12-24,20241224T103349_20241224T103346_T32UPE,3,1735036558922
93,,126,6017,2912,1729,5372,4796,4752,4377,4552,4700,4500,4778,494,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-26,20241226T102441_20241226T102436_T32UND,8,1735208779070
94,,126,6243,2922,1731,5508,4884,4816,4447,4623,4772,4532,4838,491,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-26,20241226T102441_20241226T102436_T32UNE,8,1735208766355
95,,114,6996,3880,2449,6240,5752,5788,5325,5523,5721,5456,5957,651,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-26,20241226T102441_20241226T102436_T32UPD,6,1735208775663
96,,120,5472,3289,2237,5104,4708,4600,4949,4853,4791,4704,4706,5212,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1678,2024-12-26,20241226T102441_20241226T102436_T32UPE,1,1735208761263
97,,126,6068,3921,2841,6056,5636,5560,5676,5551,5500,5656,5492,5181,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1678,2024-12-26,20241226T102441_20241226T102436_T32UPE,3,1735208761263
98,,152,4348,3187,2634,4316,3960,3776,3958,4088,4181,4100,4131,4777,1,0,0,100,0,-9999,-9999,2048,9,255,255,255,1377,2024-12-27,20241227T104349_20241227T104351_T32UNE,2,1735296359626
99,,156,4845,3202,2543,4368,3908,3832,4055,4140,4304,4036,4251,5067,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1377,2024-12-27,20241227T104349_20241227T104351_T32UNE,9,1735296359626
100,,84,5602,3508,2485,5180,4716,4732,4938,4838,4883,4956,4949,4077,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1079,2024-12-29,20241229T103441_20241229T103439_T32UND,8,1735468576794
101,,102,6329,3199,1763,5612,5124,5280,4904,5052,5230,5396,5176,990,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,0,1735468562441
102,,90,5278,2907,1764,4852,4400,4384,3990,4229,4435,4388,4511,606,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,2,1735468562441
103,,90,5283,2471,1322,4808,4204,4176,3863,3903,4117,4160,4164,558,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,4,1735468562441
104,,96,5486,4220,2818,5340,4884,5024,4724,4952,5215,5420,5445,731,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,5,1735468562441
105,,96,4461,2197,1288,4012,3416,3240,2888,3135,3254,3432,3323,456,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,7,1735468562441
106,,84,5180,3359,2121,4884,4544,4608,4303,4474,4747,4872,4943,729,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,8,1735468562441
107,,90,6194,2799,1516,5460,4860,4820,4420,4600,4789,4812,4823,782,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,9,1735468562441
108,,78,6082,3894,3108,5216,5004,4804,5392,5180,5086,5264,4973,11241,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,2418,2024-12-29,20241229T103441_20241229T103439_T32UPD,6,1735468572292
109,,96,4793,2774,2131,4464,3860,3720,3939,3831,3698,3664,3650,3649,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1472,2024-12-29,20241229T103441_20241229T103439_T32UPE,1,1735468558289
110,,102,4860,2630,1825,4352,3740,3728,3910,3825,3839,3772,3770,4054,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1472,2024-12-29,20241229T103441_20241229T103439_T32UPE,3,1735468558289
111,,90,6895,4409,3356,6568,5948,6180,6472,6147,6136,6544,6124,6967,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,501,2024-12-31,20241231T102339_20241231T102337_T32UND,8,1735640779033
112,,90,6595,4291,3005,6408,5892,6152,5988,5927,6126,6548,6213,2187,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-31,20241231T102339_20241231T102337_T32UNE,8,1735640766357
113,,90,7461,3809,2934,6968,5960,5756,5937,5712,5520,5836,5285,6375,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,745,2024-12-31,20241231T102339_20241231T102337_T32UPD,6,1735640775603
114,,90,6352,3737,2563,6512,5772,5812,5368,5428,5629,6220,5612,1452,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-31,20241231T102339_20241231T102337_T32UPE,1,1735640761200
115,,102,8334,4660,3240,8368,7576,7632,7335,7415,7668,8216,7692,2266,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-31,20241231T102339_20241231T102337_T32UPE,3,1735640761200
116,,114,7602,2624,2812,7328,6960,7232,6970,6979,7123,7552,7140,4096,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,-9999,2025-01-01,20250101T104441_20250101T104437_T32UNE,2,1735728358201
117,,114,7581,2565,2754,7232,6972,7152,6863,6907,7043,7552,7086,4085,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,-9999,2025-01-01,20250101T104441_20250101T104437_T32UNE,9,1735728358201
118,,198,5960,1028,778,5424,4664,4448,4725,4535,4438,4552,4262,6159,0,1,0,0,100,-9999,-9999,1024,10,255,255,255,797,2025-01-03,20250103T103339_20250103T103510_T32UND,8,1735900575877
119,,174,4738,886,937,4252,3544,3312,3487,3423,3286,3508,3168,6616,0,1,0,0,76,-9999,-9999,1024,10,255,255,255,847,2025-01-03,20250103T103339_20250103T103510_T32UNE,0,1735900561527
120,,198,10393,2648,2668,9936,9016,8856,9710,9257,8824,9384,8260,15021,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,847,2025-01-03,20250103T103339_20250103T103510_T32UNE,2,1735900561527
121,,198,9218,1970,2048,8368,7416,7456,8021,7571,7238,7408,6897,15021,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,847,2025-01-03,20250103T103339_20250103T103510_T32UNE,4,1735900561527
122,,192,7263,1153,1248,6572,5628,5480,5889,5541,5350,5500,4990,10365,0,1,0,0,100,-9999,-9999,1024,10,255,255,255,847,2025-01-03,20250103T103339_20250103T103510_T32UNE,5,1735900561527
123,,192,5842,756,814,4760,3936,3460,3771,3516,3380,3432,3173,6751,0,1,0,0,76,-9999,-9999,1024,10,255,255,255,847,2025-01-03,20250103T103339_20250103T103510_T32UNE,7,1735900561527
124,,198,5997,1031,782,5488,4720,4496,4761,4569,4468,4604,4284,6463,0,1,0,0,100,-9999,-9999,1024,10,255,255,255,847,2025-01-03,20250103T103339_20250103T103510_T32UNE,8,1735900561527
125,,198,10289,2582,2676,10208,9032,8736,9464,8941,8585,9480,7999,15021,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,847,2025-01-03,20250103T103339_20250103T103510_T32UNE,9,1735900561527
126,,192,8419,2056,2282,7640,6972,6856,7420,7079,6868,7016,6661,14624,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,739,2025-01-03,20250103T103339_20250103T103510_T32UPD,6,1735900571391
127,,180,8859,2855,3079,8376,7632,7728,8120,7969,7765,8184,7580,11589,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,384,2025-01-03,20250103T103339_20250103T103510_T32UPE,1,1735900557382
128,,162,10507,3693,4093,10616,9112,9240,9716,9486,9478,10296,9167,14995,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,384,2025-01-03,20250103T103339_20250103T103510_T32UPE,3,1735900557382
